
April 13th 09:41:

train with FocalLoss+ weight, dropput 0.2:

[c-xwu000:OvarianCancer]#/home/hxie1/anaconda3/bin/python  /home/hxie1/Projects/OvarianCancer/TrainSegV.py /home/hxie1/temp_netParameters/OvarianCancer /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainImages /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainLabels

Program starting Time:  2019-04-12 16:31:54.787057
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer

Building the Segmented Slice Tuple list, please waiting......
Directory of /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainLabels has 441 segmented slices.
Input:  batchSize=64, depth=21, height=281, width=281, NumClassfication=4

Building the Segmented Slice Tuple list, please waiting......
Directory of /home/hxie1/data/OvarianCancerCT/Extract_uniform/testLabels has 141 segmented slices.
Input:  batchSize=64, depth=21, height=281, width=281, NumClassfication=4

Network has total 12854479 parameters.
Info: network dropout rate = 0.2
Network trains from scratch.

====================Net Architecture===========================
----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Conv3d-1      [-1, 32, 9, 139, 139]           4,032
       BatchNorm3d-2      [-1, 32, 9, 139, 139]              64
         Dropout3d-3      [-1, 32, 9, 139, 139]               0
            Conv3d-4        [-1, 64, 3, 69, 69]          92,224
       BatchNorm3d-5        [-1, 64, 3, 69, 69]             128
         Dropout3d-6        [-1, 64, 3, 69, 69]               0
            Conv3d-7       [-1, 128, 1, 33, 33]         614,528
       BatchNorm3d-8       [-1, 128, 1, 33, 33]             256
         Dropout3d-9       [-1, 128, 1, 33, 33]               0
           Conv2d-10          [-1, 256, 15, 15]         819,456
      BatchNorm2d-11          [-1, 256, 15, 15]             512
        Dropout2d-12          [-1, 256, 15, 15]               0
           Conv2d-13            [-1, 512, 7, 7]       1,180,160
      BatchNorm2d-14            [-1, 512, 7, 7]           1,024
        Dropout2d-15            [-1, 512, 7, 7]               0
           Conv2d-16            [-1, 512, 3, 3]       2,359,808
      BatchNorm2d-17            [-1, 512, 3, 3]           1,024
        Dropout2d-18            [-1, 512, 3, 3]               0
  ConvTranspose2d-19            [-1, 512, 7, 7]       2,359,808
      BatchNorm2d-20            [-1, 512, 7, 7]           1,024
        Dropout2d-21            [-1, 512, 7, 7]               0
  ConvTranspose2d-22          [-1, 256, 15, 15]       2,359,552
      BatchNorm2d-23          [-1, 256, 15, 15]             512
        Dropout2d-24          [-1, 256, 15, 15]               0
  ConvTranspose2d-25          [-1, 128, 33, 33]       1,638,528
      BatchNorm2d-26          [-1, 128, 33, 33]             256
        Dropout2d-27          [-1, 128, 33, 33]               0
  ConvTranspose3d-28        [-1, 64, 3, 69, 69]       1,228,864
      BatchNorm3d-29        [-1, 64, 3, 69, 69]             128
        Dropout3d-30        [-1, 64, 3, 69, 69]               0
  ConvTranspose3d-31      [-1, 32, 9, 139, 139]         184,352
      BatchNorm3d-32      [-1, 32, 9, 139, 139]              64
        Dropout3d-33      [-1, 32, 9, 139, 139]               0
  ConvTranspose3d-34      [-1, 1, 21, 281, 281]           8,001
      BatchNorm3d-35      [-1, 1, 21, 281, 281]               2
        Dropout3d-36      [-1, 1, 21, 281, 281]               0
           Conv2d-37          [-1, 4, 281, 281]             172
================================================================
Total params: 12,854,479
Trainable params: 12,854,479
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 6.33
Forward/backward pass size (MB): 347.20
Params size (MB): 49.04
Estimated Total Size (MB): 402.56
----------------------------------------------------------------
===================End of Net Architecture =====================

Info: program will use 4 GPUs.
Hints: Test Dice_0 is the dice coeff for all non-zero labels
Hints: Test Dice_1 is for primary cancer(green), test Dice_2 is for metastasis(yellow), and test Dice_3 is for invaded lymph node(brown).
Hints: Test TPR_0 is the TPR for all non-zero labels
Hints: Test TPR_1 is for primary cancer(green), TPR_2 is for metastasis(yellow), and TPR_3 is for invaded lymph node(brown).

Epoch 	 TrainingLoss 	 TestLoss 	 Dice_0	Dice_1	Dice_2	Dice_3 	 TPR_0	TPR_1	TPR_2	TPR_3
191 	 0.3491 	 0.4290 	 0.262	0.537	0.200	0.038 	 0.923	0.848	0.823	0.349
192 	 0.2355 	 0.4403 	 0.251	0.524	0.193	0.039 	 0.932	0.829	0.854	0.315
193 	 0.2038 	 0.4561 	 0.246	0.529	0.178	0.040 	 0.941	0.868	0.826	0.312
194 	 0.2439 	 0.4698 	 0.249	0.524	0.183	0.030 	 0.935	0.848	0.857	0.109
195 	 0.2014 	 0.4264 	 0.266	0.535	0.197	0.036 	 0.929	0.833	0.837	0.175
196 	 0.2164 	 0.3758 	 0.261	0.551	0.195	0.038 	 0.946	0.856	0.837	0.454
197 	 0.2454 	 0.3841 	 0.259	0.577	0.191	0.044 	 0.950	0.871	0.834	0.499
198 	 0.3491 	 0.3718 	 0.261	0.577	0.184	0.042 	 0.938	0.897	0.807	0.439
199 	 0.3380 	 0.6752 	 0.290	0.332	0.229	0.010 	 0.839	0.370	0.843	0.048
200 	 0.2448 	 0.5961 	 0.256	0.387	0.196	0.008 	 0.920	0.489	0.876	0.113
201 	 0.2637 	 0.4926 	 0.244	0.460	0.184	0.014 	 0.940	0.606	0.893	0.200
202 	 0.2469 	 0.3868 	 0.235	0.426	0.179	0.023 	 0.955	0.677	0.912	0.387
203 	 0.2403 	 0.2310 	 0.234	0.538	0.183	0.017 	 0.951	0.915	0.814	0.600
204 	 0.2195 	 0.2572 	 0.222	0.528	0.168	0.019 	 0.966	0.916	0.833	0.600
205 	 0.2664 	 0.3394 	 0.226	0.502	0.167	0.027 	 0.966	0.842	0.872	0.590
206 	 0.2249 	 0.3119 	 0.236	0.557	0.160	0.024 	 0.967	0.893	0.808	0.590
207 	 0.2190 	 0.3088 	 0.242	0.559	0.180	0.023 	 0.954	0.901	0.813	0.590
208 	 0.2429 	 0.3141 	 0.255	0.552	0.205	0.024 	 0.936	0.861	0.833	0.590
209 	 0.2023 	 0.3419 	 0.256	0.563	0.187	0.027 	 0.929	0.946	0.756	0.551
210 	 0.2071 	 0.3429 	 0.252	0.574	0.178	0.031 	 0.943	0.936	0.799	0.566
211 	 0.1975 	 0.3597 	 0.253	0.574	0.174	0.032 	 0.947	0.932	0.785	0.576
212 	 0.1881 	 0.3701 	 0.253	0.562	0.179	0.034 	 0.943	0.907	0.795	0.527
213 	 0.2591 	 0.3888 	 0.245	0.561	0.167	0.036 	 0.945	0.957	0.769	0.478
214 	 0.2347 	 0.3814 	 0.256	0.570	0.177	0.039 	 0.929	0.937	0.765	0.455
215 	 0.1784 	 0.3833 	 0.263	0.532	0.195	0.045 	 0.916	0.827	0.824	0.427
216 	 0.3024 	 0.3919 	 0.254	0.543	0.190	0.044 	 0.938	0.861	0.832	0.454
217 	 0.2171 	 0.3801 	 0.254	0.565	0.177	0.042 	 0.935	0.930	0.774	0.473
218 	 0.2512 	 0.3653 	 0.268	0.569	0.193	0.039 	 0.913	0.917	0.765	0.421
219 	 0.3242 	 0.3771 	 0.261	0.575	0.183	0.040 	 0.932	0.906	0.802	0.352
220 	 0.2067 	 0.3756 	 0.250	0.552	0.182	0.038 	 0.948	0.856	0.854	0.476
221 	 0.2148 	 0.3714 	 0.248	0.556	0.172	0.030 	 0.949	0.927	0.785	0.498
222 	 0.2653 	 0.3696 	 0.254	0.530	0.188	0.028 	 0.937	0.884	0.801	0.478
223 	 0.3229 	 0.3784 	 0.253	0.490	0.193	0.030 	 0.942	0.815	0.853	0.473
224 	 0.2767 	 0.3948 	 0.246	0.556	0.169	0.035 	 0.946	0.897	0.821	0.401
225 	 0.2314 	 0.4024 	 0.243	0.568	0.168	0.038 	 0.958	0.907	0.837	0.343
226 	 0.2932 	 0.4082 	 0.246	0.544	0.181	0.030 	 0.948	0.878	0.866	0.200
227 	 0.2216 	 0.4344 	 0.267	0.584	0.197	0.038 	 0.915	0.907	0.801	0.200
228 	 0.2376 	 0.4170 	 0.273	0.547	0.205	0.030 	 0.913	0.818	0.856	0.200
229 	 0.2605 	 0.3906 	 0.250	0.527	0.182	0.033 	 0.946	0.852	0.854	0.205
230 	 0.2105 	 0.3762 	 0.264	0.526	0.190	0.040 	 0.934	0.832	0.826	0.322
231 	 0.2476 	 0.4736 	 0.259	0.520	0.189	0.032 	 0.926	0.853	0.805	0.198
232 	 0.2473 	 0.4964 	 0.246	0.457	0.182	0.030 	 0.941	0.738	0.882	0.194
233 	 0.2275 	 0.4096 	 0.256	0.518	0.195	0.024 	 0.935	0.839	0.854	0.200
234 	 0.2200 	 0.3840 	 0.252	0.569	0.174	0.033 	 0.944	0.920	0.808	0.347
235 	 0.2028 	 0.4093 	 0.257	0.557	0.178	0.033 	 0.934	0.857	0.850	0.192
236 	 0.2001 	 0.4190 	 0.258	0.550	0.180	0.036 	 0.935	0.875	0.814	0.231
237 	 0.2620 	 0.4295 	 0.237	0.514	0.160	0.031 	 0.964	0.863	0.845	0.198
238 	 0.2138 	 0.5011 	 0.240	0.495	0.176	0.027 	 0.944	0.833	0.811	0.200
239 	 0.2267 	 0.5170 	 0.236	0.485	0.203	0.037 	 0.935	0.842	0.880	0.184
240 	 0.2387 	 0.5513 	 0.226	0.503	0.189	0.039 	 0.960	0.871	0.904	0.140
241 	 0.2378 	 0.5244 	 0.238	0.551	0.175	0.041 	 0.945	0.928	0.843	0.153
242 	 0.2169 	 0.4823 	 0.236	0.544	0.165	0.045 	 0.946	0.887	0.864	0.161
243 	 0.2450 	 0.4754 	 0.254	0.543	0.177	0.047 	 0.931	0.854	0.852	0.163
244 	 0.2661 	 0.4687 	 0.267	0.563	0.194	0.043 	 0.919	0.902	0.791	0.178
245 	 0.1894 	 0.4221 	 0.256	0.536	0.184	0.044 	 0.938	0.852	0.837	0.269
246 	 0.1754 	 0.4368 	 0.271	0.560	0.200	0.045 	 0.918	0.887	0.799	0.246
247 	 0.1732 	 0.4641 	 0.265	0.567	0.193	0.045 	 0.922	0.889	0.818	0.158
248 	 0.2474 	 0.4364 	 0.255	0.536	0.182	0.047 	 0.928	0.850	0.849	0.152
249 	 0.3293 	 0.5087 	 0.274	0.499	0.211	0.030 	 0.892	0.772	0.839	0.054
250 	 0.2598 	 0.5327 	 0.294	0.606	0.221	0.017 	 0.891	0.875	0.817	0.023
251 	 0.2684 	 0.9818 	 0.274	0.411	0.218	0.000 	 0.895	0.515	0.901	0.000
252 	 0.2770 	 0.7152 	 0.225	0.493	0.199	0.000 	 0.963	0.960	0.792	0.000
253 	 0.2892 	 0.7490 	 0.259	0.526	0.241	0.000 	 0.878	0.898	0.747	0.000
254 	 0.2514 	 0.5459 	 0.227	0.533	0.186	0.000 	 0.957	0.940	0.845	0.000
255 	 0.2811 	 0.4518 	 0.205	0.546	0.158	0.018 	 0.972	0.882	0.873	0.116
256 	 0.2448 	 0.4052 	 0.222	0.534	0.173	0.020 	 0.967	0.768	0.901	0.298
257 	 0.2259 	 0.3741 	 0.235	0.559	0.180	0.024 	 0.948	0.836	0.848	0.311
258 	 0.1896 	 0.4065 	 0.240	0.567	0.179	0.033 	 0.935	0.845	0.834	0.180
259 	 0.2165 	 0.4093 	 0.244	0.524	0.184	0.034 	 0.933	0.791	0.858	0.207
260 	 0.2244 	 0.4463 	 0.245	0.557	0.178	0.033 	 0.938	0.857	0.840	0.158
261 	 0.2949 	 0.7639 	 0.258	0.472	0.194	0.000 	 0.852	0.651	0.810	0.000
262 	 0.2919 	 0.5910 	 0.262	0.480	0.201	0.000 	 0.880	0.685	0.831	0.000
263 	 0.1929 	 0.4617 	 0.259	0.523	0.197	0.058 	 0.927	0.784	0.861	0.298
264 	 0.2151 	 0.4161 	 0.250	0.567	0.183	0.047 	 0.956	0.922	0.846	0.386
265 	 0.2679 	 0.4914 	 0.286	0.514	0.221	0.044 	 0.903	0.687	0.861	0.148
266 	 0.1827 	 0.4194 	 0.270	0.532	0.204	0.049 	 0.921	0.773	0.859	0.350
267 	 0.1763 	 0.3893 	 0.261	0.570	0.180	0.044 	 0.923	0.917	0.770	0.420
268 	 0.2309 	 0.4010 	 0.268	0.538	0.192	0.045 	 0.908	0.821	0.808	0.413
269 	 0.2055 	 0.4290 	 0.254	0.519	0.181	0.047 	 0.938	0.839	0.838	0.376
270 	 0.2178 	 0.4147 	 0.259	0.517	0.198	0.044 	 0.932	0.833	0.842	0.389
271 	 0.2191 	 0.4443 	 0.257	0.548	0.193	0.044 	 0.944	0.866	0.836	0.283
272 	 0.1775 	 0.4044 	 0.259	0.548	0.197	0.040 	 0.933	0.860	0.847	0.415
273 	 0.3025 	 0.4060 	 0.258	0.539	0.194	0.035 	 0.933	0.827	0.862	0.439
274 	 0.2870 	 0.3747 	 0.264	0.547	0.201	0.039 	 0.924	0.855	0.833	0.566
275 	 0.2068 	 0.3733 	 0.258	0.547	0.198	0.040 	 0.938	0.882	0.821	0.564
276 	 0.1875 	 0.4044 	 0.254	0.547	0.188	0.044 	 0.947	0.878	0.832	0.446
277 	 0.1790 	 0.4423 	 0.262	0.558	0.190	0.043 	 0.920	0.880	0.793	0.270
278 	 0.2396 	 0.4879 	 0.254	0.553	0.181	0.029 	 0.925	0.892	0.796	0.144
279 	 0.1811 	 0.4863 	 0.254	0.534	0.183	0.036 	 0.926	0.879	0.803	0.212
280 	 0.1753 	 0.5086 	 0.272	0.523	0.209	0.038 	 0.889	0.841	0.796	0.171
281 	 0.1812 	 0.5321 	 0.267	0.509	0.201	0.031 	 0.894	0.805	0.832	0.118
282 	 0.1573 	 0.4816 	 0.260	0.501	0.198	0.048 	 0.912	0.823	0.831	0.271
283 	 0.2861 	 0.4454 	 0.270	0.578	0.195	0.047 	 0.913	0.930	0.774	0.420
284 	 0.2224 	 0.2721 	 0.250	0.525	0.196	0.025 	 0.910	0.803	0.765	0.762
285 	 0.2096 	 0.2718 	 0.219	0.523	0.157	0.026 	 0.954	0.823	0.828	0.800
286 	 0.1891 	 0.3157 	 0.242	0.534	0.183	0.038 	 0.923	0.823	0.839	0.488
287 	 0.2071 	 0.4252 	 0.232	0.559	0.154	0.025 	 0.941	0.891	0.839	0.192
288 	 0.3097 	 0.3843 	 0.234	0.549	0.155	0.035 	 0.952	0.875	0.835	0.378




April 13th, 12:40, 2019

Summary:
1  after adding weighted FocalLoss, and using 25% dropout rate, primary test Dice can get 55%+;
2  test sensitivity (TPR) are very good, 80-90%; 
3  primary cancer is easier to get higher dice comparing with metastases, as metastases has weak boundary and various shapes.
4  but after adding weighted FocalLoss, overfitting occurs; I may consider to increase dropout rate;
 

[c-xwu000:OvarianCancer]#/home/hxie1/anaconda3/bin/python  /home/hxie1/Projects/OvarianCancer/TrainSegV.py /home/hxie1/temp_netParameters/OvarianCancer /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainImages /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainLabels

Program starting Time:  2019-04-13 10:03:30.967672
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer

Building the Segmented Slice Tuple list, please waiting......
Directory of /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainLabels has 441 segmented slices.
Input:  batchSize=64, depth=21, height=281, width=281, NumClassfication=4

Building the Segmented Slice Tuple list, please waiting......
Directory of /home/hxie1/data/OvarianCancerCT/Extract_uniform/testLabels has 141 segmented slices.
Input:  batchSize=64, depth=21, height=281, width=281, NumClassfication=4

Network has total 12854479 parameters.
Info: network dropout rate = 0.25
Program loads net from /home/hxie1/temp_netParameters/OvarianCancer.
Current best test dice:  [0.26855383 0.57926066 0.20970386 0.03038189]

====================Net Architecture===========================
----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Conv3d-1      [-1, 32, 9, 139, 139]           4,032
       BatchNorm3d-2      [-1, 32, 9, 139, 139]              64
         Dropout3d-3      [-1, 32, 9, 139, 139]               0
            Conv3d-4        [-1, 64, 3, 69, 69]          92,224
       BatchNorm3d-5        [-1, 64, 3, 69, 69]             128
         Dropout3d-6        [-1, 64, 3, 69, 69]               0
            Conv3d-7       [-1, 128, 1, 33, 33]         614,528
       BatchNorm3d-8       [-1, 128, 1, 33, 33]             256
         Dropout3d-9       [-1, 128, 1, 33, 33]               0
           Conv2d-10          [-1, 256, 15, 15]         819,456
      BatchNorm2d-11          [-1, 256, 15, 15]             512
        Dropout2d-12          [-1, 256, 15, 15]               0
           Conv2d-13            [-1, 512, 7, 7]       1,180,160
      BatchNorm2d-14            [-1, 512, 7, 7]           1,024
        Dropout2d-15            [-1, 512, 7, 7]               0
           Conv2d-16            [-1, 512, 3, 3]       2,359,808
      BatchNorm2d-17            [-1, 512, 3, 3]           1,024
        Dropout2d-18            [-1, 512, 3, 3]               0
  ConvTranspose2d-19            [-1, 512, 7, 7]       2,359,808
      BatchNorm2d-20            [-1, 512, 7, 7]           1,024
        Dropout2d-21            [-1, 512, 7, 7]               0
  ConvTranspose2d-22          [-1, 256, 15, 15]       2,359,552
      BatchNorm2d-23          [-1, 256, 15, 15]             512
        Dropout2d-24          [-1, 256, 15, 15]               0
  ConvTranspose2d-25          [-1, 128, 33, 33]       1,638,528
      BatchNorm2d-26          [-1, 128, 33, 33]             256
        Dropout2d-27          [-1, 128, 33, 33]               0
  ConvTranspose3d-28        [-1, 64, 3, 69, 69]       1,228,864
      BatchNorm3d-29        [-1, 64, 3, 69, 69]             128
        Dropout3d-30        [-1, 64, 3, 69, 69]               0
  ConvTranspose3d-31      [-1, 32, 9, 139, 139]         184,352
      BatchNorm3d-32      [-1, 32, 9, 139, 139]              64
        Dropout3d-33      [-1, 32, 9, 139, 139]               0
  ConvTranspose3d-34      [-1, 1, 21, 281, 281]           8,001
      BatchNorm3d-35      [-1, 1, 21, 281, 281]               2
        Dropout3d-36      [-1, 1, 21, 281, 281]               0
           Conv2d-37          [-1, 4, 281, 281]             172
================================================================
Total params: 12,854,479
Trainable params: 12,854,479
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 6.33
Forward/backward pass size (MB): 347.20
Params size (MB): 49.04
Estimated Total Size (MB): 402.56
----------------------------------------------------------------
===================End of Net Architecture =====================

Info: program will use 4 GPUs.
Hints: Test Dice_0 is the dice coeff for all non-zero labels
Hints: Test Dice_1 is for primary cancer(green), test Dice_2 is for metastasis(yellow), and test Dice_3 is for invaded lymph node(brown).
Hints: Test TPR_0 is the TPR for all non-zero labels
Hints: Test TPR_1 is for primary cancer(green), TPR_2 is for metastasis(yellow), and TPR_3 is for invaded lymph node(brown).

Epoch 	 TrainingLoss 	 TestLoss 	 Dice_0	Dice_1	Dice_2	Dice_3 	 TPR_0	TPR_1	TPR_2	TPR_3
0 	 0.3577 	 0.3883 	 0.267	0.589	0.200	0.034 	 0.929	0.898	0.794	0.530
1 	 0.1847 	 0.4181 	 0.248	0.569	0.169	0.039 	 0.940	0.850	0.833	0.468
2 	 0.2567 	 0.3974 	 0.265	0.578	0.191	0.045 	 0.918	0.879	0.806	0.535
3 	 0.2286 	 0.5087 	 0.268	0.556	0.199	0.022 	 0.904	0.676	0.857	0.267
4 	 0.2256 	 0.3617 	 0.243	0.556	0.186	0.018 	 0.945	0.924	0.804	0.590
5 	 0.2206 	 0.3510 	 0.260	0.524	0.203	0.028 	 0.941	0.821	0.856	0.600
6 	 0.2573 	 0.3791 	 0.262	0.550	0.195	0.032 	 0.940	0.875	0.820	0.571
7 	 0.2053 	 0.3725 	 0.248	0.551	0.177	0.027 	 0.953	0.907	0.806	0.571
8 	 0.1985 	 0.3712 	 0.249	0.553	0.180	0.032 	 0.952	0.872	0.830	0.590
9 	 0.2000 	 0.3764 	 0.248	0.560	0.170	0.036 	 0.961	0.873	0.830	0.589
10 	 0.1752 	 0.3895 	 0.267	0.570	0.190	0.038 	 0.942	0.899	0.796	0.579
11 	 0.2144 	 0.4039 	 0.258	0.521	0.188	0.033 	 0.946	0.845	0.824	0.556
12 	 0.1758 	 0.4171 	 0.251	0.511	0.184	0.036 	 0.951	0.835	0.836	0.541
13 	 0.2646 	 0.4340 	 0.248	0.532	0.174	0.039 	 0.942	0.906	0.800	0.468
14 	 0.2118 	 0.4488 	 0.253	0.490	0.190	0.047 	 0.934	0.809	0.859	0.394
15 	 0.2854 	 0.4397 	 0.257	0.542	0.177	0.049 	 0.924	0.857	0.816	0.421
16 	 0.2256 	 0.4026 	 0.245	0.499	0.176	0.028 	 0.953	0.805	0.849	0.561
17 	 0.1821 	 0.3940 	 0.254	0.559	0.181	0.028 	 0.945	0.895	0.800	0.590
18 	 0.1705 	 0.4234 	 0.258	0.536	0.182	0.030 	 0.943	0.842	0.823	0.537
19 	 0.1976 	 0.4370 	 0.263	0.512	0.197	0.032 	 0.942	0.809	0.853	0.532
20 	 0.1741 	 0.4217 	 0.260	0.538	0.189	0.039 	 0.949	0.864	0.820	0.540
21 	 0.1733 	 0.4304 	 0.270	0.532	0.204	0.044 	 0.941	0.844	0.841	0.490
22 	 0.1725 	 0.4653 	 0.280	0.540	0.215	0.049 	 0.923	0.836	0.832	0.413
23 	 0.2317 	 0.4581 	 0.264	0.543	0.190	0.051 	 0.937	0.868	0.814	0.408
24 	 0.1902 	 0.4458 	 0.261	0.504	0.183	0.045 	 0.939	0.803	0.826	0.445
25 	 0.2074 	 0.4293 	 0.265	0.550	0.195	0.036 	 0.940	0.849	0.796	0.590
26 	 0.1681 	 0.4371 	 0.261	0.554	0.188	0.034 	 0.935	0.865	0.815	0.488
27 	 0.2163 	 0.5292 	 0.278	0.483	0.220	0.029 	 0.909	0.726	0.859	0.200
28 	 0.2066 	 0.5626 	 0.271	0.554	0.200	0.036 	 0.918	0.857	0.824	0.198
29 	 0.1890 	 0.5987 	 0.258	0.523	0.179	0.040 	 0.933	0.830	0.843	0.183
30 	 0.2030 	 0.5254 	 0.275	0.531	0.201	0.041 	 0.911	0.822	0.831	0.169
31 	 0.1998 	 0.4527 	 0.260	0.586	0.185	0.037 	 0.940	0.923	0.830	0.257
32 	 0.1985 	 0.4397 	 0.267	0.560	0.203	0.036 	 0.933	0.862	0.854	0.342
33 	 0.1589 	 0.4793 	 0.267	0.532	0.193	0.029 	 0.915	0.853	0.807	0.210
34 	 0.2537 	 0.4650 	 0.262	0.550	0.184	0.034 	 0.932	0.877	0.802	0.290
35 	 0.2141 	 0.4590 	 0.262	0.511	0.187	0.036 	 0.938	0.815	0.834	0.286
36 	 0.1443 	 0.4653 	 0.261	0.508	0.189	0.038 	 0.940	0.819	0.839	0.258
37 	 0.1876 	 0.5085 	 0.261	0.550	0.190	0.035 	 0.928	0.920	0.809	0.180
38 	 0.1736 	 0.5370 	 0.267	0.506	0.197	0.038 	 0.921	0.789	0.863	0.163
39 	 0.1615 	 0.4911 	 0.277	0.573	0.213	0.035 	 0.911	0.895	0.830	0.152
40 	 0.1891 	 0.4412 	 0.249	0.554	0.182	0.025 	 0.955	0.902	0.844	0.341
41 	 0.2152 	 0.2663 	 0.228	0.556	0.179	0.020 	 0.936	0.826	0.810	0.721


April 15th, 09:39am, 2019

Summary: 
1    The Ovarian Cancer project uses 2D slice as input, and output 4 classes (background 0 , primary 1, metastases 2 , lymph node 3 ) probabilities.
2    After 38-hour training, it got test dice 60% for primary 1, 20% for metastases, and sensitivities (TPRs)  are 90% for primary, and 84% for metastases. It is similar result with 3D volume input.
3   Today, I will exhaustively search all literatures about CT ovarian cancer segmentation to find what is the state of the art of it.

=================================================================================
(base) [c-xwu000:OvarianCancer]#/home/hxie1/anaconda3/bin/python  /home/hxie1/Projects/OvarianCancer/TrainSegV.py /home/hxie1/temp_netParameters/OvarianCancer /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainImages /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainLabels 2D

Program starting Time:  2019-04-13 18:35:11.170155
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer

Building the Segmented Slice Tuple list, please waiting......
Directory of /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainLabels has 441 segmented slices.
Building the Segmented Slice Tuple list, please waiting......
Directory of /home/hxie1/data/OvarianCancerCT/Extract_uniform/testLabels has 141 segmented slices.
Info: program uses 2D input.
TrainData Input:  batchSize=64, depth=1, height=281, width=281, NumClassfication=4

TestData Input:  batchSize=64, depth=1, height=281, width=281, NumClassfication=4

Network has total 11442945 parameters.
Info: network dropout rate = 0.2
Network trains from scratch.

====================Net Architecture===========================
----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Conv2d-1         [-1, 32, 139, 139]             832
       BatchNorm2d-2         [-1, 32, 139, 139]              64
         Dropout2d-3         [-1, 32, 139, 139]               0
            Conv2d-4           [-1, 64, 69, 69]          18,496
       BatchNorm2d-5           [-1, 64, 69, 69]             128
         Dropout2d-6           [-1, 64, 69, 69]               0
            Conv2d-7          [-1, 128, 33, 33]         204,928
       BatchNorm2d-8          [-1, 128, 33, 33]             256
         Dropout2d-9          [-1, 128, 33, 33]               0
           Conv2d-10          [-1, 256, 15, 15]         819,456
      BatchNorm2d-11          [-1, 256, 15, 15]             512
        Dropout2d-12          [-1, 256, 15, 15]               0
           Conv2d-13            [-1, 512, 7, 7]       1,180,160
      BatchNorm2d-14            [-1, 512, 7, 7]           1,024
        Dropout2d-15            [-1, 512, 7, 7]               0
           Conv2d-16            [-1, 512, 3, 3]       2,359,808
      BatchNorm2d-17            [-1, 512, 3, 3]           1,024
        Dropout2d-18            [-1, 512, 3, 3]               0
  ConvTranspose2d-19            [-1, 512, 7, 7]       2,359,808
      BatchNorm2d-20            [-1, 512, 7, 7]           1,024
        Dropout2d-21            [-1, 512, 7, 7]               0
  ConvTranspose2d-22          [-1, 256, 15, 15]       2,359,552
      BatchNorm2d-23          [-1, 256, 15, 15]             512
        Dropout2d-24          [-1, 256, 15, 15]               0
  ConvTranspose2d-25          [-1, 128, 33, 33]       1,638,528
      BatchNorm2d-26          [-1, 128, 33, 33]             256
        Dropout2d-27          [-1, 128, 33, 33]               0
  ConvTranspose2d-28           [-1, 64, 69, 69]         409,664
      BatchNorm2d-29           [-1, 64, 69, 69]             128
        Dropout2d-30           [-1, 64, 69, 69]               0
  ConvTranspose2d-31         [-1, 32, 139, 139]          36,896
      BatchNorm2d-32         [-1, 32, 139, 139]              64
        Dropout2d-33         [-1, 32, 139, 139]               0
  ConvTranspose2d-34         [-1, 31, 281, 281]          49,631
      BatchNorm2d-35         [-1, 31, 281, 281]              62
        Dropout2d-36         [-1, 31, 281, 281]               0
           Conv2d-37          [-1, 4, 281, 281]             132
================================================================
Total params: 11,442,945
Trainable params: 11,442,945
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.30
Forward/backward pass size (MB): 110.96
Params size (MB): 43.65
Estimated Total Size (MB): 154.91
----------------------------------------------------------------
===================End of Net Architecture =====================

Info: program will use 4 GPUs.
Hints: Test Dice_0 is the dice coeff for all non-zero labels
Hints: Test Dice_1 is for primary cancer(green), test Dice_2 is for metastasis(yellow), and test Dice_3 is for invaded lymph node(brown).
Hints: Test TPR_0 is the TPR for all non-zero labels
Hints: Test TPR_1 is for primary cancer(green), TPR_2 is for metastasis(yellow), and TPR_3 is for invaded lymph node(brown).

Epoch 	 TrainingLoss 	 TestLoss 	 Dice_0	Dice_1	Dice_2	Dice_3 	 TPR_0	TPR_1	TPR_2	TPR_3
0 	 0.7690 	 0.7925 	 0.066	0.004	0.000	0.002 	 1.000	0.013	0.000	0.895
1 	 0.7290 	 0.7790 	 0.077	0.121	0.000	0.002 	 1.000	0.300	0.000	0.618
2 	 0.7010 	 0.7567 	 0.087	0.248	0.011	0.000 	 1.000	0.922	0.011	0.050
.......
227 	 0.1447 	 0.9060 	 0.222	0.485	0.195	0.000 	 0.948	0.869	0.849	0.000
228 	 0.1656 	 0.9152 	 0.223	0.511	0.184	0.000 	 0.952	0.899	0.825	0.000
